"Facility ID","Facility Name","MSA","MSA Title","HCAHPS HLMR","HCAHPS HLMR Percentile","HCAHPS Start Date","HCAHPS End Date","HCAHPS Footnote","COMP-HIP-KNEE","COMP-HIP-KNEE Percentile","COMP Start Date","COMP End Date","COMP Footnote","PRO","PRO Start Date","PRO End Date","Reconciliation Footnote"
100110,HCA FLORIDA OSCEOLA HOSPITAL,36740,"Orlando-Kissimmee-Sanford, FL",78.25,4%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100125,HOMESTEAD HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",84.38,49%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100126,HCA FLORIDA PASADENA HOSPITAL,45300,"Tampa-St. Petersburg-Clearwater, FL",84.75,53%,07/01/2023,06/30/2024,,3.57723,48%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
100127,MORTON PLANT HOSPITAL,45300,"Tampa-St. Petersburg-Clearwater, FL",86,71%,07/01/2023,06/30/2024,,3.26798,68%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
100131,HCA FLORIDA AVENTURA HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",81.38,17%,07/01/2023,06/30/2024,,3.4707,56%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
100132,SOUTH FLORIDA BAPTIST HOSPITAL,45300,"Tampa-St. Petersburg-Clearwater, FL",85.38,62%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100154,SOUTH MIAMI HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",84.69,53%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100161,HCA FLORIDA LAKE MONROE HOSPITAL,36740,"Orlando-Kissimmee-Sanford, FL",78.69,5%,07/01/2023,06/30/2024,,4.26698,19%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,*
100167,HCA FLORIDA MERCY HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",79.63,7%,07/01/2023,06/30/2024,,3.8675,35%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
100168,BOCA RATON REGIONAL HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",79,6%,07/01/2023,06/30/2024,,4.00539,28%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,*
100173,ADVENTHEALTH TAMPA,45300,"Tampa-St. Petersburg-Clearwater, FL",82.56,26%,07/01/2023,06/30/2024,,3.77721,39%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
100176,PALM BEACH GARDENS MEDICAL CENTER,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",77.63,3%,07/01/2023,06/30/2024,,3.71614,43%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
100180,HCA FLORIDA ST PETERSBURG HOSPITAL,45300,"Tampa-St. Petersburg-Clearwater, FL",81.06,14%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100181,LARKIN COMMUNITY HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",N/A,N/A,07/01/2023,06/30/2024,***,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100183,STEWARD CORAL GABLES HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",82.75,28%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100187,STEWARD PALMETTO GENERAL HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",79.13,6%,07/01/2023,06/30/2024,,3.41424,59%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
100189,HCA FLORIDA NORTHWEST HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",75.81,2%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100191,HCA FLORIDA TRINITY HOSPITAL,45300,"Tampa-St. Petersburg-Clearwater, FL",82,21%,07/01/2023,06/30/2024,,4.03721,26%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,*
100200,BROWARD HEALTH IMPERIAL POINT,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",80.94,14%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100204,HCA FLORIDA NORTH FLORIDA HOSPITAL,23540,"Gainesville, FL",78.81,5%,07/01/2023,06/30/2024,,2.89276,88%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
100206,HCA FLORIDA SOUTH TAMPA HOSPITAL,45300,"Tampa-St. Petersburg-Clearwater, FL",85.25,61%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100209,HCA FLORIDA KENDALL HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",81.38,17%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100211,ADVENTHEALTH DADE CITY,45300,"Tampa-St. Petersburg-Clearwater, FL",84.25,47%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,5,N,07/01/2022,06/30/2023,
100224,HCA FLORIDA WOODMONT HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",76.5,2%,07/01/2023,06/30/2024,,3.80816,37%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
100228,HCA FLORIDA WESTSIDE HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",78.06,4%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100230,MEMORIAL HOSPITAL PEMBROKE,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",84.44,49%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,5,N,07/01/2022,06/30/2023,
100253,Jupiter Medical Center,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",83.75,40%,07/01/2023,06/30/2024,,2.51725,96%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
100258,DELRAY MEDICAL CENTER,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",72,0%,07/01/2023,06/30/2024,,4.93657,5%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,*
100259,HCA FLORIDA SOUTH SHORE HOSPITAL,45300,"Tampa-St. Petersburg-Clearwater, FL",80.19,9%,07/01/2023,06/30/2024,,3.03389,83%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
100260,HCA FLORIDA ST LUCIE HOSPITAL,38940,"Port St. Lucie, FL",83.13,33%,07/01/2023,06/30/2024,,3.09344,80%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
100264,HCA FLORIDA OAK HILL HOSPITAL,45300,"Tampa-St. Petersburg-Clearwater, FL",79.63,7%,07/01/2023,06/30/2024,,5.70891,1%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,*
100268,WEST BOCA MEDICAL CENTER,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",73.69,1%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100269,HCA FLORIDA PALMS WEST HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",79.5,7%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100275,WELLINGTON REGIONAL MEDICAL CENTER,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",76.63,2%,07/01/2023,06/30/2024,,4.29307,18%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,*
100276,BROWARD HEALTH CORAL SPRINGS,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",81.06,14%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100281,MEMORIAL HOSPITAL WEST,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",84.25,47%,07/01/2023,06/30/2024,,4.07058,25%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
100284,KERALTY HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",80.25,10%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100285,MEMORIAL HOSPITAL MIRAMAR,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",86.5,76%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100287,GOOD SAMARITAN MEDICAL CENTER,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",77.38,3%,07/01/2023,06/30/2024,,3.96054,29%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,*
100288,ST MARY'S MEDICAL CENTER,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",78,4%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100296,DOCTORS HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",83.75,40%,07/01/2023,06/30/2024,,2.50052,96%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
100302,ORLANDO HEALTH ST CLOUD HOSPITAL,36740,"Orlando-Kissimmee-Sanford, FL",81.19,15%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
100314,WEST KENDALL BAPTIST HOSPITAL,33100,"Miami-Fort Lauderdale-West Palm Beach, FL",85.06,58%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,5,N,07/01/2022,06/30/2023,
100319,ADVENTHEALTH WESLEY CHAPEL,45300,"Tampa-St. Petersburg-Clearwater, FL",87.63,88%,07/01/2023,06/30/2024,,3.60624,47%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
180001,ST ELIZABETH FT THOMAS,17140,"Cincinnati, OH-KY-IN",85.69,67%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,5,N,07/01/2022,06/30/2023,**
180035,ST ELIZABETH MEDICAL CENTER NORTH,17140,"Cincinnati, OH-KY-IN",87.13,83%,07/01/2023,06/30/2024,,4.54204,11%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
180045,ST ELIZABETH FLORENCE,17140,"Cincinnati, OH-KY-IN",85.5,64%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
190036,OCHSNER MEDICAL CENTER,35380,"New Orleans-Metairie, LA",85.38,62%,07/01/2023,06/30/2024,,3.12143,77%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
190039,WEST JEFFERSON MEDICAL CENTER,35380,"New Orleans-Metairie, LA",85.5,64%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
190040,SLIDELL MEMORIAL HOSPITAL,35380,"New Orleans-Metairie, LA",82.63,27%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
190045,ST TAMMANY PARISH HOSPITAL,35380,"New Orleans-Metairie, LA",87.75,88%,07/01/2023,06/30/2024,,3.79773,38%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
190046,TOURO INFIRMARY,35380,"New Orleans-Metairie, LA",86.63,78%,07/01/2023,06/30/2024,,2.87104,89%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
190125,ST FRANCIS MEDICAL CENTER,33740,"Monroe, LA",85.56,65%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
190146,EAST JEFFERSON GENERAL HOSPITAL,35380,"New Orleans-Metairie, LA",N/A,N/A,07/01/2023,06/30/2024,***,N/A,N/A,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
190160,GLENWOOD REGIONAL MEDICAL CENTER,33740,"Monroe, LA",84.75,53%,07/01/2023,06/30/2024,,3.51762,53%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
190176,EAST JEFFERSON GENERAL HOSPITAL,35380,"New Orleans-Metairie, LA",84.31,48%,07/01/2023,06/30/2024,,2.90894,88%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
190204,"OCHSNER MEDICAL CENTER - NORTHSHORE, L L C",35380,"New Orleans-Metairie, LA",N/A,N/A,07/01/2023,06/30/2024,***,N/A,N/A,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
190256,STERLING SURGICAL HOSPITAL,35380,"New Orleans-Metairie, LA",N/A,N/A,07/01/2023,06/30/2024,***,3.51728,53%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
190267,AVALA,35380,"New Orleans-Metairie, LA",93.44,100%,07/01/2023,06/30/2024,,3.63978,46%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
190270,OUR LADY OF THE LAKE SURGICAL HOSPITAL,35380,"New Orleans-Metairie, LA",93.56,100%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
190274,OCHSNER MEDICAL CENTER-KENNER,35380,"New Orleans-Metairie, LA",84.38,49%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310001,HACKENSACK UNIVERSITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",83,31%,07/01/2023,06/30/2024,,3.15819,74%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310002,NEWARK BETH ISRAEL MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.44,10%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310003,PALISADES MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.69,19%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310005,HUNTERDON MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",83,31%,07/01/2023,06/30/2024,,2.64812,94%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310006,ST MARY'S GENERAL HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.63,18%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310008,HOLY NAME MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",85.94,70%,07/01/2023,06/30/2024,,4.78387,6%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310009,CLARA MAASS MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",79.06,6%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310010,PENN MEDICINE PRINCETON MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",84.38,49%,07/01/2023,06/30/2024,,4.01375,28%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310012,VALLEY HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",83.81,41%,07/01/2023,06/30/2024,,3.65669,45%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310015,MORRISTOWN MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",85.06,58%,07/01/2023,06/30/2024,,3.2986,66%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310016,CAREPOINT HEALTH-CHRIST HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",75.88,2%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310017,CHILTON MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",85.19,60%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310019,ST JOSEPH'S UNIVERSITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",79.38,7%,07/01/2023,06/30/2024,,3.35433,63%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310024,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL AT RAHWAY,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.88,30%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310025,CAREPOINT HEALTH - BAYONNE MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",77.69,3%,07/01/2023,06/30/2024,,4.88368,5%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,*
310027,TRINITAS REGIONAL MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",78.88,5%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310028,NEWTON MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.94,31%,07/01/2023,06/30/2024,,3.46888,56%,04/01/2021,03/31/2024,,Y,07/01/2022,06/30/2023,
310034,RIVERVIEW MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",85.38,62%,07/01/2023,06/30/2024,,3.67676,44%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310038,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.88,20%,07/01/2023,06/30/2024,,4.57902,10%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,*
310039,RARITAN BAY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.69,19%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310040,CAREPOINT HEALTH-HOBOKEN UNIVERSITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.81,29%,07/01/2023,06/30/2024,,3.53836,51%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310041,COMMUNITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.5,11%,07/01/2023,06/30/2024,,3.01823,83%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310045,ENGLEWOOD HOSPITAL AND MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",83.5,37%,07/01/2023,06/30/2024,,3.7226,42%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310048,ROBERT WOOD JOHNSON UNIVERSITY HOSPITAL SOMERSET,35620,"New York-Newark-Jersey City, NY-NJ-PA",83.75,40%,07/01/2023,06/30/2024,,4.11829,22%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310050,SAINT CLARE'S HOSPITAL/ DENVILLE CAMPUS,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.69,19%,07/01/2023,06/30/2024,,3.57443,49%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310051,OVERLOOK MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",83,31%,07/01/2023,06/30/2024,,3.46787,56%,04/01/2021,03/31/2024,,Y,07/01/2022,06/30/2023,
310052,OCEAN UNIVERSITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.88,30%,07/01/2023,06/30/2024,,4.78204,7%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,*
310054,"HACKENSACK MERIDIAN HEALTH, MOUNTAINSIDE MEDICAL",35620,"New York-Newark-Jersey City, NY-NJ-PA",80.69,12%,07/01/2023,06/30/2024,,4.13982,22%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,*
310070,SAINT PETER'S UNIVERSITY HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.75,28%,07/01/2023,06/30/2024,,3.17324,73%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310073,JERSEY SHORE UNIVERSITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.06,22%,07/01/2023,06/30/2024,,3.58493,48%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310074,JERSEY CITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.38,25%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310075,MONMOUTH MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",84.06,44%,07/01/2023,06/30/2024,,2.93901,86%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310076,COOPERMAN BARNABAS MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82,21%,07/01/2023,06/30/2024,,3.17082,73%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310083,EAST ORANGE GENERAL HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",74.81,1%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310084,MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.88,30%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310096,SAINT MICHAEL'S MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",83.44,37%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310108,JFK UNIVERSITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",79.25,6%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310111,CENTRASTATE MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.88,30%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310112,BAYSHORE MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.13,22%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310113,SOUTHERN OCEAN MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.56,26%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310118,HUDSON REGIONAL HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.19,9%,07/01/2023,06/30/2024,,2.67321,93%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
310119,UNIVERSITY HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",78,4%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
310130,HACKENSACK MERIDIAN HEALTH PASCACK VALLEY MEDICAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",81.94,20%,07/01/2023,06/30/2024,,3.35783,63%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330006,ST JOSEPH'S MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",79.19,6%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
330009,BRONXCARE HOSPITAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",78.19,4%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
330019,"NEW YORK COMMUNITY HOSPITAL OF BROOKLYN, INC.",35620,"New York-Newark-Jersey City, NY-NJ-PA",74.63,1%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
330023,VASSAR BROTHERS MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",84.13,46%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
330024,MOUNT SINAI HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.81,29%,07/01/2023,06/30/2024,,2.7136,92%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330027,NASSAU UNIVERSITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",75.56,1%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,Y,07/01/2022,06/30/2023,
330028,RICHMOND UNIVERSITY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",78.88,5%,07/01/2023,06/30/2024,,3.63117,46%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330043,SOUTHSIDE HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.88,3%,07/01/2023,06/30/2024,,3.03788,82%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330045,HUNTINGTON HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",84.75,53%,07/01/2023,06/30/2024,,2.44254,97%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330056,BROOKLYN HOSPITAL CENTER - DOWNTOWN CAMPUS,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.31,10%,07/01/2023,06/30/2024,,3.3738,62%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330104,NYACK HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",79.06,6%,07/01/2023,06/30/2024,,2.96762,85%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330106,NORTH SHORE UNIVERSITY HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",82.75,28%,07/01/2023,06/30/2024,,2.56926,95%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330107,PECONIC BAY MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",84.19,46%,07/01/2023,06/30/2024,,1.86268,100%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330127,JACOBI MEDICAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",77.06,3%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
330128,ELMHURST HOSPITAL CENTER,35620,"New York-Newark-Jersey City, NY-NJ-PA",78.94,6%,07/01/2023,06/30/2024,,N/A,N/A,04/01/2021,03/31/2024,1,N,07/01/2022,06/30/2023,
330141,LONG ISLAND COMMUNITY HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",75.19,1%,07/01/2023,06/30/2024,,3.80884,37%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330158,GOOD SAMARITAN HOSPITAL OF SUFFERN,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.56,11%,07/01/2023,06/30/2024,,2.53246,96%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
330160,STATEN ISLAND UNIVERSITY HOSPITAL,35620,"New York-Newark-Jersey City, NY-NJ-PA",80.75,12%,07/01/2023,06/30/2024,,3.36678,62%,04/01/2021,03/31/2024,,N,07/01/2022,06/30/2023,
